Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","148.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2014","2014","USD","147.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2015","2015","USD","161.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2016","2016","USD","139.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","158.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","167.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2014","2014","USD","4869.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2015","2015","USD","4247.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2016","2016","USD","4137","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","4361.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","4579.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2014","2014","USD","3101.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2015","2015","USD","2343.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2016","2016","USD","2313","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","USD","2345.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","3224.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1069","Meat, duck","2014","2014","USD","10666.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1069","Meat, duck","2015","2015","USD","8916.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1069","Meat, duck","2016","2016","USD","8805","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1069","Meat, duck","2017","2017","USD","8970.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","10446.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2014","2014","USD","11728.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2015","2015","USD","10403","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2016","2016","USD","10762.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2017","2017","USD","10964.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2018","2018","USD","12535.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1097","Meat, horse","2014","2014","USD","2439.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1097","Meat, horse","2015","2015","USD","2031.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1035","Meat, pig","2014","2014","USD","2122.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1035","Meat, pig","2015","2015","USD","1597.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1035","Meat, pig","2016","2016","USD","1659.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1035","Meat, pig","2017","2017","USD","1870.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1770.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2014","2014","USD","5255.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2015","2015","USD","4914.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2016","2016","USD","5005.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2017","2017","USD","5313.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","5578.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2014","2014","USD","2393.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2015","2015","USD","2085","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2016","2016","USD","2076.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2017","2017","USD","2075.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","USD","2230.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2014","2014","USD","147.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2015","2015","USD","125.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","USD","115","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","128.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","142.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2014","2014","USD","157.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2015","2015","USD","134.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2016","2016","USD","138.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","147.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","160.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2014","2014","USD","157.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2015","2015","USD","132","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2016","2016","USD","113.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","USD","134.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","148.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2014","2014","USD","179.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2015","2015","USD","151.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","USD","127.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","158.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","170","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2014","2014","USD","205","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2015","2015","USD","126.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","USD","103.2","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","138.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","143.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2014","2014","USD","324.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2015","2015","USD","208.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2016","2016","USD","217.5","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2017","2017","USD","261.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","265.6","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2014","2014","USD","302.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2015","2015","USD","355.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2016","2016","USD","331.8","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","386.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","334.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","867","Meat, cattle","2014","2014","USD","3272.7","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","867","Meat, cattle","2015","2015","USD","2208.4","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2014","2014","USD","1606.8","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2015","2015","USD","1213.3","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","1035","Meat, pig","2014","2014","USD","2727.9","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","1035","Meat, pig","2015","2015","USD","1950.1","Fc","Calculated data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","79","Millet","2017","2017","USD","142.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","152.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2014","2014","USD","149.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2015","2015","USD","94.2","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","USD","75.6","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","88.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","99.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2014","2014","USD","121.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2015","2015","USD","85.6","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2016","2016","USD","86","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","99.2","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","102.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2014","2014","USD","180.5","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2015","2015","USD","113.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2016","2016","USD","92.5","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","USD","107.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","124.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2014","2014","USD","204.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2015","2015","USD","129.6","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","USD","126.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","147.3","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","158","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2014","2014","USD","184.4","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2015","2015","USD","157.9","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","USD","130.7","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","149","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","209.6","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","867","Meat, cattle","2014","2014","USD","7285.9","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","867","Meat, cattle","2015","2015","USD","5453.3","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","867","Meat, cattle","2016","2016","USD","5209.2","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","5317.9","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","5388.1","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2014","2014","USD","1692.5","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2015","2015","USD","1383.9","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2016","2016","USD","1324.5","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","USD","1346.3","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1430","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1017","Meat, goat","2014","2014","USD","10529","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1017","Meat, goat","2015","2015","USD","7343.3","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1017","Meat, goat","2016","2016","USD","7088.4","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1097","Meat, horse","2014","2014","USD","2895","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1097","Meat, horse","2015","2015","USD","2448.8","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1097","Meat, horse","2016","2016","USD","2360.1","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1097","Meat, horse","2017","2017","USD","2443.3","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","2559.8","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1035","Meat, pig","2014","2014","USD","1833.4","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1035","Meat, pig","2015","2015","USD","1344.2","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1035","Meat, pig","2016","2016","USD","1423.6","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1035","Meat, pig","2017","2017","USD","1604.4","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1399.2","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","977","Meat, sheep","2015","2015","USD","4707.7","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","977","Meat, sheep","2016","2016","USD","4542.2","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","977","Meat, sheep","2017","2017","USD","6329.9","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","7539","Fc","Calculated data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2014","2014","USD","94.7","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2015","2015","USD","73.9","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","USD","62","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","69.4","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","90.5","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2014","2014","USD","146","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2015","2015","USD","119.2","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2016","2016","USD","107.6","","Official data"
"PP","Producer Prices - Annual","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","122.7","","Official data"
