Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","USD","319.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","298.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","USD","403","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2014","2014","USD","593.3","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2015","2015","USD","508.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2016","2016","USD","456.6","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2017","2017","USD","639.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","USD","673.4","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","417","Peas, green","2016","2016","USD","666.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","627.8","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","USD","782.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2014","2014","USD","354.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2015","2015","USD","246.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","USD","293.3","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","281.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","USD","309.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2014","2014","USD","544.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2015","2015","USD","404.9","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2016","2016","USD","421.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","626.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","USD","557.7","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2014","2014","USD","542","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2015","2015","USD","524","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2016","2016","USD","493.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2017","2017","USD","563","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2018","2018","USD","786.1","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2014","2014","USD","543.6","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2015","2015","USD","460.5","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","USD","446.2","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","476.4","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","USD","548.8","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2014","2014","USD","907","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2014","2014","USD","305","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2015","2015","USD","150.8","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2016","2016","USD","133.9","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","191.8","","Official data"
"PP","Producer Prices - Annual","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","USD","177.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2014","2014","USD","7253.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2015","2015","USD","6607.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2016","2016","USD","7021.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","USD","6656.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2018","2018","USD","7490.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2014","2014","USD","1578.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2015","2015","USD","1330.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2016","2016","USD","1194.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","1250.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","USD","1350.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2014","2014","USD","283.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2015","2015","USD","297.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","USD","282.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","267.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","USD","311.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2014","2014","USD","479","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2015","2015","USD","514.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","USD","475.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","411.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","USD","476.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2014","2014","USD","616.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2015","2015","USD","676.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2016","2016","USD","553.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","649.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","USD","572.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2014","2014","USD","1720.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2015","2015","USD","1461.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2016","2016","USD","1451.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","1406.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","USD","1364.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2014","2014","USD","631.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2015","2015","USD","616.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2016","2016","USD","618.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","563.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","USD","655.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2014","2014","USD","1504.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2015","2015","USD","1421.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2016","2016","USD","1630.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2017","2017","USD","1131.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","USD","1415.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2014","2014","USD","5167.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2015","2015","USD","4247.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2016","2016","USD","4048.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","4056.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","USD","4283.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2014","2014","USD","1215.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2015","2015","USD","1039.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2016","2016","USD","1105","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2017","2017","USD","1413.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2018","2018","USD","1326.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2014","2014","USD","699.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2015","2015","USD","664.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","USD","691.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","720.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","USD","799.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2014","2014","USD","3316.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2015","2015","USD","2772.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2016","2016","USD","2765.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2017","2017","USD","2817.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2018","2018","USD","2950.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2014","2014","USD","254.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2015","2015","USD","219.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","USD","251.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","158.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","USD","297.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","417","Peas, green","2014","2014","USD","384.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","417","Peas, green","2015","2015","USD","310.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","417","Peas, green","2016","2016","USD","334.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","429.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","USD","328.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","116","Potatoes","2014","2014","USD","161.9","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","116","Potatoes","2015","2015","USD","209.6","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","USD","163.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","251.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","USD","244.3","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2014","2014","USD","756.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2015","2015","USD","637.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2016","2016","USD","929.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","373","Spinach","2014","2014","USD","2664.1","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","373","Spinach","2015","2015","USD","2025.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","373","Spinach","2016","2016","USD","712.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","373","Spinach","2017","2017","USD","740.4","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","373","Spinach","2018","2018","USD","822.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","388","Tomatoes","2014","2014","USD","993.7","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","388","Tomatoes","2015","2015","USD","978.2","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","USD","935.8","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","963.5","","Official data"
"PP","Producer Prices - Annual","11","Austria","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","USD","995.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2014","2014","USD","262.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2015","2015","USD","195.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","USD","166.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","139","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","USD","159.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2014","2014","USD","253.5","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2015","2015","USD","211.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","USD","147.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","162.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","USD","208.6","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2014","2014","USD","1179.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2015","2015","USD","820.9","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2016","2016","USD","720.8","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","883.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","USD","763.1","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","3521","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2014","2014","USD","310","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2015","2015","USD","213.7","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","USD","150.4","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","157.2","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","USD","140.2","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","417","Peas, green","2014","2014","USD","305","","Official data"
"PP","Producer Prices - Annual","57","Belarus","5532","Producer Price (USD/tonne)","417","Peas, green","2015","2015","USD","213.9","","Official data"
